playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BA,SLG
canoro01,2007,1,NYA,AL,160,617,93,189,41,7,19,97,4,5,39,85,5,8,1,4,19,0.306320908,0.487844408
grandcu01,2007,1,DET,AL,158,612,122,185,38,23,23,74,26,1,52,141,3,5,5,2,3,0.302287582,0.552287582
tulowtr01,2007,1,COL,NL,155,609,104,177,33,5,24,99,7,6,57,130,3,9,5,2,14,0.290640394,0.479474548
hillaa01,2007,1,TOR,AL,160,608,87,177,47,2,17,78,4,3,41,102,1,0,3,5,21,0.291118421,0.458881579
dejesda01,2007,1,KCA,AL,157,605,101,157,29,9,7,58,10,4,64,83,7,23,7,4,10,0.259504132,0.371900826
abreubo01,2007,1,NYA,AL,158,605,123,171,40,5,16,101,25,8,84,115,0,3,0,7,11,0.282644628,0.444628099
wrighda03,2007,1,NYN,NL,160,604,113,196,42,1,30,107,34,5,94,115,6,6,0,7,14,0.324503311,0.546357616
hunteto01,2007,1,MIN,AL,160,600,94,172,45,1,28,107,18,9,40,101,10,5,0,5,17,0.286666667,0.505
beltrad01,2007,1,SEA,AL,149,595,87,164,41,2,26,99,14,2,38,104,2,2,0,4,18,0.275630252,0.482352941
hardyjj01,2007,1,MIL,NL,151,592,89,164,30,1,26,80,2,3,40,73,1,1,4,1,13,0.277027027,0.462837838
morneju01,2007,1,MIN,AL,157,590,84,160,31,3,31,111,1,1,64,91,11,5,0,9,17,0.271186441,0.491525424
cabremi01,2007,1,FLO,NL,157,588,91,188,38,2,34,119,2,1,79,127,23,5,1,7,17,0.319727891,0.56462585
crawfca02,2007,1,TBA,AL,143,584,93,184,37,9,11,80,50,10,32,112,5,5,1,2,11,0.315068493,0.465753425
ellisma01,2007,1,OAK,AL,150,583,84,161,33,3,19,76,9,4,44,94,1,10,2,3,10,0.276157804,0.440823328
furcara01,2007,1,LAN,NL,138,581,87,157,23,4,6,47,25,6,55,68,3,1,2,3,11,0.270223752,0.354561102
soriaal01,2007,1,CHN,NL,135,579,97,173,42,5,33,70,19,6,31,130,4,4,0,3,9,0.298791019,0.559585492
peraljh01,2007,1,CLE,AL,152,574,87,155,27,1,21,72,4,4,61,146,2,4,1,7,12,0.270034843,0.430313589
ibanera01,2007,1,SEA,AL,149,573,80,167,35,5,21,105,0,0,53,97,4,3,0,7,14,0.291448517,0.479930192
fieldpr01,2007,1,MIL,NL,158,573,109,165,35,2,50,119,2,2,90,121,21,14,0,4,9,0.287958115,0.617801047
youngch04,2007,1,ARI,NL,148,569,85,135,29,3,32,68,27,6,43,141,1,6,1,5,5,0.237258348,0.467486819
pujolal01,2007,1,SLN,NL,158,565,99,185,38,1,32,103,2,6,99,58,22,7,0,8,27,0.327433628,0.568141593
larocad01,2007,1,PIT,NL,152,563,71,153,42,0,21,88,1,1,62,131,5,3,0,4,18,0.271758437,0.458259325
martivi01,2007,1,CLE,AL,147,562,78,169,40,0,25,114,0,0,62,76,12,10,0,11,19,0.300711744,0.505338078
beltrca01,2007,1,NYN,NL,144,554,93,153,33,3,33,112,23,2,69,111,10,2,1,10,8,0.276173285,0.525270758
konerpa01,2007,1,CHA,AL,151,549,71,142,34,0,31,90,0,1,78,102,9,3,0,6,21,0.258652095,0.489981785
ortizda01,2007,1,BOS,AL,149,549,116,182,52,1,35,117,3,1,111,103,12,4,0,3,16,0.33151184,0.621129326
cuddymi01,2007,1,MIN,AL,144,547,87,151,28,5,16,81,5,0,64,107,1,7,0,5,19,0.276051188,0.433272395
cabreme01,2007,1,NYA,AL,150,545,66,149,24,8,8,73,13,5,43,68,0,5,10,9,14,0.273394495,0.390825688
drewst01,2007,1,ARI,NL,150,543,60,129,28,4,12,60,9,0,60,100,5,3,5,8,4,0.237569061,0.370165746
gordoal01,2007,1,KCA,AL,151,543,60,134,36,4,15,60,14,4,41,137,4,13,1,2,12,0.246777164,0.4106814
martiru01,2007,1,LAN,NL,151,540,87,158,32,3,19,87,21,9,67,89,1,7,0,6,16,0.292592593,0.468518519
swishni01,2007,1,OAK,AL,150,539,84,141,36,1,22,78,3,2,100,131,12,10,1,9,13,0.261595547,0.454545455
bautijo02,2007,1,PIT,NL,142,532,75,135,36,2,15,63,6,3,68,101,1,4,4,6,16,0.253759398,0.413533835
utleych01,2007,1,PHI,NL,132,530,104,176,48,5,22,103,9,1,50,89,1,25,1,7,7,0.332075472,0.566037736
howarry01,2007,1,PHI,NL,144,529,94,142,26,0,47,136,1,0,107,199,35,5,0,7,13,0.268431002,0.584120983
crispco01,2007,1,BOS,AL,145,526,85,141,28,7,6,60,28,6,50,84,1,1,9,5,12,0.268060837,0.382129278
dunnad01,2007,1,CIN,NL,152,522,101,138,27,2,40,106,9,2,101,165,8,5,0,4,12,0.264367816,0.553639847
willijo03,2007,1,FLO,NL,144,521,75,138,32,4,21,89,8,1,66,122,1,16,0,1,11,0.26487524,0.462571977
johnske05,2007,1,ATL,NL,147,521,91,144,26,10,16,68,9,5,79,117,3,4,2,2,8,0.276391555,0.45681382
pedrodu01,2007,1,BOS,AL,139,520,86,165,39,1,8,50,7,1,47,42,1,7,5,2,8,0.317307692,0.442307692
uribeju01,2007,1,CHA,AL,150,513,55,120,18,2,20,68,1,9,34,112,2,4,7,5,6,0.233918129,0.393762183
bartlja01,2007,1,MIN,AL,140,510,75,135,20,7,5,43,23,3,50,73,3,8,0,2,8,0.264705882,0.360784314
ramirar01,2007,1,CHN,NL,132,506,72,157,35,4,26,101,0,0,43,66,8,4,0,5,13,0.31027668,0.549407115
hartco01,2007,1,MIL,NL,140,505,86,149,33,9,24,81,23,7,36,99,3,13,5,7,6,0.295049505,0.538613861
mccanbr01,2007,1,ATL,NL,139,504,51,136,38,0,18,92,0,1,35,74,7,5,2,6,19,0.26984127,0.452380952
encared01,2007,1,CIN,NL,139,502,66,145,25,1,16,76,8,1,39,86,4,14,0,1,5,0.288844622,0.438247012
penaca01,2007,1,TBA,AL,148,490,99,138,29,1,46,121,1,0,103,142,10,10,1,8,7,0.281632653,0.626530612
kouzmke01,2007,1,SDN,NL,145,484,57,133,30,2,18,74,1,0,32,94,2,10,2,6,9,0.274793388,0.45661157
kinslia01,2007,1,TEX,AL,130,483,96,127,22,2,20,61,23,2,62,83,2,9,8,4,14,0.262939959,0.440993789
uptonbj01,2007,1,TBA,AL,129,474,86,142,25,1,24,82,22,8,65,154,4,4,1,4,14,0.299578059,0.508438819
pierzaj01,2007,1,CHA,AL,136,472,54,124,24,0,14,50,1,1,25,66,5,8,1,3,21,0.262711864,0.402542373
puntoni01,2007,1,MIN,AL,150,472,53,99,18,4,1,25,16,6,55,90,1,0,6,3,7,0.209745763,0.271186441
victosh01,2007,1,PHI,NL,131,456,78,128,23,3,12,46,37,4,37,62,1,10,5,2,10,0.280701754,0.423245614
pencehu01,2007,1,HOU,NL,108,456,57,147,30,9,17,69,11,5,26,95,0,1,0,1,10,0.322368421,0.539473684
olivomi01,2007,1,FLO,NL,122,452,43,107,20,4,16,60,3,2,14,123,2,2,0,1,13,0.236725664,0.404867257
braunry02,2007,1,MIL,NL,113,451,91,146,26,6,34,97,15,5,29,112,1,7,0,5,13,0.323725055,0.634146341
ethiean01,2007,1,LAN,NL,153,447,50,127,32,2,13,64,0,4,46,68,12,4,0,8,10,0.284116331,0.451901566
figgich01,2007,1,LAA,AL,115,442,81,146,24,6,3,58,41,12,51,81,0,0,2,8,7,0.330316742,0.432126697
nadyxa01,2007,1,PIT,NL,125,431,55,120,23,1,20,72,3,1,23,101,2,12,0,4,16,0.278422274,0.475638051
overbly01,2007,1,TOR,AL,122,425,49,102,30,2,10,44,2,0,47,78,4,1,0,3,12,0.24,0.390588235
kubelja01,2007,1,MIN,AL,128,418,49,114,31,2,13,65,5,0,41,79,2,1,1,5,9,0.272727273,0.449760766
johnsda06,2007,1,OAK,AL,117,416,53,98,20,1,18,62,0,0,72,77,4,3,0,4,12,0.235576923,0.418269231
byrdma01,2007,1,TEX,AL,109,414,60,127,17,8,10,70,5,3,29,88,3,5,0,6,9,0.306763285,0.458937198
weeksri01,2007,1,MIL,NL,118,409,87,96,21,6,16,36,25,2,78,116,5,14,3,2,3,0.234718826,0.432762836
lairdge01,2007,1,TEX,AL,120,407,48,91,18,3,9,47,6,2,30,103,1,2,5,4,3,0.223587224,0.348894349
mauerjo01,2007,1,MIN,AL,109,406,62,119,27,3,7,60,7,1,57,51,10,3,2,3,11,0.293103448,0.426108374
gonzaal02,2007,1,CIN,NL,110,393,55,107,27,1,16,55,0,1,24,75,1,8,2,3,13,0.272264631,0.468193384
navardi01,2007,1,TBA,AL,119,388,46,88,19,2,9,44,3,1,33,67,3,1,7,5,11,0.226804124,0.355670103
ruizca01,2007,1,PHI,NL,115,374,42,97,29,2,6,54,6,1,42,49,10,5,5,3,17,0.259358289,0.395721925
reynoma01,2007,1,ARI,NL,111,366,62,102,20,4,17,62,0,1,37,129,4,5,1,5,5,0.278688525,0.494535519
molinya01,2007,1,SLN,NL,111,353,30,97,15,0,6,40,1,1,34,43,5,3,2,4,18,0.274787535,0.368271955
gomesjo01,2007,1,TBA,AL,107,348,48,85,20,2,17,49,12,4,35,126,1,7,0,4,1,0.244252874,0.459770115
buckjo01,2007,1,KCA,AL,113,347,41,77,18,0,18,48,0,1,36,92,0,10,0,6,11,0.221902017,0.429394813
loneyja01,2007,1,LAN,NL,96,344,41,114,18,4,15,67,0,1,28,48,5,1,0,2,6,0.331395349,0.537790698
chaveer01,2007,1,OAK,AL,90,341,43,82,21,2,15,46,4,2,34,76,2,0,0,4,9,0.240469208,0.445747801
scutama01,2007,1,OAK,AL,104,338,49,88,13,0,7,41,2,1,35,40,1,2,2,2,13,0.26035503,0.360946746
kendrho01,2007,1,LAA,AL,88,338,55,109,24,2,5,39,5,4,9,61,2,4,1,1,15,0.322485207,0.449704142
izturma01,2007,1,LAA,AL,102,336,47,97,17,2,6,51,7,1,33,39,2,0,1,4,4,0.288690476,0.404761905
butlebi03,2007,1,KCA,AL,92,329,38,96,23,2,8,52,0,0,27,55,5,2,0,2,8,0.291793313,0.446808511
mclouna01,2007,1,PIT,NL,137,329,62,85,21,3,13,38,22,1,39,77,2,9,3,2,2,0.258358663,0.458966565
mcdonjo03,2007,1,TOR,AL,123,327,32,82,20,2,1,31,7,2,11,48,0,2,12,1,4,0.250764526,0.333333333
dobbsgr01,2007,1,PHI,NL,142,324,45,88,20,4,10,55,3,0,29,67,4,1,0,4,7,0.271604938,0.450617284
escobyu01,2007,1,ATL,NL,94,319,54,104,25,0,5,28,5,3,27,44,1,5,2,2,6,0.326018809,0.451410658
rossda01,2007,1,CIN,NL,112,311,32,63,10,0,17,39,0,0,30,92,4,0,5,2,9,0.202572347,0.398713826
cruzne02,2007,1,TEX,AL,96,307,35,72,15,2,9,34,2,4,21,87,1,2,1,1,5,0.234527687,0.384364821
ludwiry01,2007,1,SLN,NL,120,303,42,81,22,0,14,52,4,4,26,72,1,7,3,0,1,0.267326733,0.478547855
hamiljo03,2007,1,CIN,NL,90,298,52,87,17,2,19,47,3,3,33,65,4,4,0,2,6,0.291946309,0.553691275
kempma01,2007,1,LAN,NL,98,292,47,100,12,5,10,42,10,5,16,66,0,0,0,3,6,0.342465753,0.520547945
lindad01,2007,1,TOR,AL,89,290,34,69,14,0,11,46,1,2,16,65,0,1,2,2,7,0.237931034,0.4
teixema01,2007,1,TEX,AL,78,286,48,85,24,1,13,49,0,0,45,66,10,3,0,1,5,0.297202797,0.524475524
johnsre02,2007,1,TOR,AL,79,275,31,65,13,2,2,14,4,2,16,56,0,11,5,0,7,0.236363636,0.32
frandke01,2007,1,SFN,NL,109,264,26,71,12,1,5,31,4,3,21,24,3,5,3,3,17,0.268939394,0.378787879
wilsojo03,2007,2,TBA,AL,90,263,25,66,15,3,2,24,6,2,12,51,0,4,3,3,5,0.25095057,0.353612167
werthja01,2007,1,PHI,NL,94,255,43,76,11,3,8,49,7,1,44,73,1,2,2,1,0,0.298039216,0.458823529
giambja01,2007,1,NYA,AL,83,254,31,60,8,0,14,39,1,0,40,66,2,8,0,1,1,0.236220472,0.433070866
doumiry01,2007,1,PIT,NL,83,252,33,69,19,2,9,32,1,2,22,59,2,4,0,1,5,0.273809524,0.472222222
quentca01,2007,1,ARI,NL,81,229,29,49,16,0,5,31,2,2,18,54,1,11,1,4,5,0.213973799,0.349344978
napolmi01,2007,1,LAA,AL,75,219,40,54,11,1,10,34,5,2,33,63,2,5,1,5,5,0.246575342,0.442922374
montemi01,2007,1,ARI,NL,84,214,30,48,7,0,10,37,0,0,20,35,2,3,1,6,7,0.224299065,0.397196262
suzukku01,2007,1,OAK,AL,68,213,27,53,13,0,7,39,0,0,24,39,0,3,3,5,4,0.248826291,0.408450704
teixema01,2007,2,ATL,NL,54,208,38,66,9,1,17,56,0,0,27,46,3,4,0,1,2,0.317307692,0.615384615
iannech01,2007,1,COL,NL,67,197,22,43,8,3,4,27,0,0,29,58,3,5,1,2,3,0.218274112,0.350253807
aybarer01,2007,1,LAA,AL,79,194,18,46,5,1,1,19,4,4,10,32,0,2,3,2,8,0.237113402,0.288659794
casilal01,2007,1,MIN,AL,56,189,15,42,5,1,0,9,11,1,9,29,0,0,5,1,5,0.222222222,0.259259259
ryanbr01,2007,1,SLN,NL,67,180,30,52,9,0,4,12,7,0,15,19,0,1,3,0,3,0.288888889,0.405555556
schumsk01,2007,1,SLN,NL,88,177,19,59,12,2,2,19,1,1,8,20,0,0,1,2,5,0.333333333,0.457627119
hairssc01,2007,1,ARI,NL,76,176,21,39,13,1,3,16,2,0,19,37,0,1,3,0,4,0.221590909,0.357954545
rossco01,2007,1,FLO,NL,66,173,35,58,19,0,12,39,2,0,20,38,3,3,0,1,2,0.335260116,0.653179191
bloomwi01,2007,1,SEA,AL,91,173,28,48,3,0,2,13,7,5,10,35,0,1,4,0,7,0.277456647,0.329479769
mathije01,2007,1,LAA,AL,59,171,24,36,12,0,4,23,0,1,15,49,0,2,3,4,3,0.210526316,0.350877193
laneja01,2007,1,HOU,NL,68,169,18,30,5,0,8,27,1,1,16,30,0,3,1,3,4,0.177514793,0.349112426
saltaja01,2007,2,TEX,AL,46,167,28,42,7,1,7,21,0,0,9,47,0,0,0,0,4,0.251497006,0.431137725
abreuto01,2007,1,LAN,NL,59,166,19,45,14,1,2,17,0,0,7,21,1,3,0,2,5,0.271084337,0.403614458
infanom01,2007,1,DET,AL,66,166,24,45,6,1,2,17,4,1,9,29,0,0,2,1,4,0.271084337,0.355421687
cabreas01,2007,1,CLE,AL,45,159,30,45,9,2,3,22,0,0,17,29,0,2,5,3,7,0.283018868,0.421383648
chaveen01,2007,1,NYN,NL,71,150,20,43,7,2,1,17,5,2,9,16,0,0,5,1,5,0.286666667,0.38
paganan01,2007,1,CHN,NL,71,148,21,39,10,2,4,21,4,1,10,32,0,0,1,2,0,0.263513514,0.439189189
bakerje03,2007,1,COL,NL,85,144,17,32,2,2,4,12,0,0,13,40,1,2,0,0,7,0.222222222,0.347222222
hannaja01,2007,1,OAK,AL,41,144,16,40,12,0,3,24,1,0,21,39,0,1,1,2,6,0.277777778,0.423611111
deazaal01,2007,1,FLO,NL,45,144,14,33,8,2,0,8,2,0,6,37,1,1,5,2,2,0.229166667,0.3125
callaal01,2007,1,ARI,NL,56,144,10,31,8,0,0,7,1,1,9,14,0,1,1,1,8,0.215277778,0.270833333
davisra01,2007,2,SFN,NL,51,142,26,40,9,1,1,7,17,4,14,25,1,4,2,0,0,0.281690141,0.38028169
saltaja01,2007,1,ATL,NL,47,141,11,40,6,0,4,12,0,0,10,28,1,1,0,1,4,0.283687943,0.411347518
uptonju01,2007,1,ARI,NL,43,140,17,31,8,3,2,11,2,0,11,37,4,1,0,0,3,0.221428571,0.364285714
raburry01,2007,1,DET,AL,49,138,28,42,12,2,4,27,3,0,8,33,1,0,1,1,7,0.304347826,0.507246377
molinjo01,2007,1,LAA,AL,40,125,9,28,8,0,0,10,2,1,3,30,0,0,3,0,3,0.224,0.288
gomezca01,2007,1,NYN,NL,58,125,14,29,3,0,2,12,12,3,8,27,2,3,0,3,0,0.232,0.304
gwynnto02,2007,1,MIL,NL,69,123,13,32,3,2,0,10,8,1,12,24,1,0,0,0,0,0.260162602,0.317073171
moralke01,2007,1,LAA,AL,43,119,12,35,10,0,4,15,0,1,6,21,2,1,0,0,5,0.294117647,0.478991597
bournmi01,2007,1,PHI,NL,105,119,29,33,3,3,1,6,18,1,13,21,2,0,1,0,1,0.277310924,0.378151261
murphdo01,2007,1,OAK,AL,42,118,21,26,8,0,6,21,1,0,10,35,0,2,1,1,3,0.220338983,0.440677966
ellsbja01,2007,1,BOS,AL,33,116,20,41,7,1,3,18,9,0,8,15,0,1,0,2,2,0.353448276,0.50862069
schiena01,2007,1,SFN,NL,39,112,9,34,5,3,0,10,3,1,2,19,0,1,0,2,0,0.303571429,0.401785714
morgany01,2007,1,PIT,NL,28,107,15,32,3,4,1,7,7,3,9,19,0,1,1,0,0,0.299065421,0.429906542
murphda07,2007,2,TEX,AL,43,103,16,35,12,1,2,14,0,0,7,19,0,0,0,0,1,0.339805825,0.533980583
zobribe01,2007,1,TBA,AL,31,97,8,15,2,0,1,9,2,0,3,21,0,1,2,2,1,0.154639175,0.206185567
hillko01,2007,1,CHN,NL,36,93,7,15,4,0,2,12,0,0,8,18,0,1,1,2,4,0.161290323,0.268817204
hairssc01,2007,2,SDN,NL,31,87,16,25,5,1,8,20,0,0,7,18,0,0,0,1,0,0.287356322,0.643678161
vottojo01,2007,1,CIN,NL,24,84,11,27,7,0,4,17,1,0,5,15,1,0,0,0,0,0.321428571,0.547619048
jonesga02,2007,1,MIN,AL,31,77,7,16,2,1,2,5,1,1,6,20,0,0,0,1,2,0.207792208,0.337662338
hudsoti01,2007,1,ATL,NL,34,76,6,20,3,0,0,9,0,0,3,18,0,0,4,0,1,0.263157895,0.302631579
haranaa01,2007,1,CIN,NL,35,74,0,7,1,0,0,2,0,0,1,28,0,1,11,1,1,0.094594595,0.108108108
cedenro02,2007,1,CHN,NL,38,74,6,15,2,0,4,13,2,1,3,18,0,0,2,1,0,0.202702703,0.391891892
peavyja01,2007,1,SDN,NL,37,73,8,17,4,1,0,7,0,0,2,14,0,0,8,1,1,0.232876712,0.315068493
bartoda02,2007,1,OAK,AL,18,72,16,25,9,0,4,8,1,0,10,11,0,1,0,1,2,0.347222222,0.638888889
arroybr01,2007,1,CIN,NL,34,70,5,10,2,0,1,3,0,0,2,30,0,1,6,0,1,0.142857143,0.214285714
quintom01,2007,1,COL,NL,27,70,6,16,4,0,0,5,0,0,5,15,0,0,0,0,3,0.228571429,0.285714286
pearcst01,2007,1,PIT,NL,23,68,13,20,5,1,0,6,2,1,5,12,0,0,0,0,2,0.294117647,0.397058824
santira01,2007,1,DET,AL,32,67,10,19,5,1,0,7,3,0,1,10,0,3,3,0,0,0.28358209,0.388059701
molinjo01,2007,2,NYA,AL,29,66,9,21,5,0,1,9,0,0,2,13,0,0,2,1,1,0.318181818,0.439393939
pennybr01,2007,1,LAN,NL,33,65,7,16,6,0,0,7,0,0,1,23,0,2,7,0,0,0.246153846,0.338461538
jonesad01,2007,1,SEA,AL,41,65,16,16,2,1,2,4,2,1,4,21,0,1,1,0,0,0.246153846,0.4
hamelco01,2007,1,PHI,NL,30,64,7,9,2,0,0,2,0,0,2,26,0,0,5,1,0,0.140625,0.171875
francje01,2007,1,COL,NL,35,64,2,12,3,0,0,3,0,0,2,20,0,0,13,0,1,0.1875,0.234375
gorzeto01,2007,1,PIT,NL,32,63,1,4,0,0,0,3,0,0,2,31,0,1,6,0,2,0.063492063,0.063492063
hillri01,2007,1,CHN,NL,32,63,0,8,2,0,0,5,0,0,1,33,0,0,3,0,1,0.126984127,0.158730159
wainwad01,2007,1,SLN,NL,37,62,4,18,3,0,1,6,0,1,3,18,0,0,9,0,1,0.290322581,0.387096774
nievewi01,2007,1,NYA,AL,26,61,6,10,4,0,0,8,0,0,2,9,0,0,3,0,3,0.163934426,0.229508197
pradoma01,2007,1,ATL,NL,28,59,5,17,3,0,0,2,0,0,3,6,0,0,0,0,0,0.288135593,0.338983051
maholpa01,2007,1,PIT,NL,29,59,4,11,1,0,0,5,0,0,1,29,0,0,2,0,2,0.186440678,0.203389831
cainma01,2007,1,SFN,NL,32,57,3,4,0,0,2,4,0,0,2,32,0,0,7,0,0,0.070175439,0.175438596
martean01,2007,1,CLE,AL,20,57,3,11,4,0,1,8,0,0,2,9,0,1,0,0,0,0.192982456,0.315789474
perezol01,2007,1,NYN,NL,29,56,6,9,0,0,0,1,0,1,0,15,0,0,6,0,0,0.160714286,0.160714286
sotoge01,2007,1,CHN,NL,18,54,12,21,6,0,3,8,0,0,5,14,0,0,0,1,1,0.388888889,0.666666667
quinthu01,2007,1,HOU,NL,29,53,2,12,2,0,0,1,0,0,2,13,1,2,0,0,2,0.226415094,0.264150943
belisma01,2007,1,CIN,NL,30,50,2,3,1,0,0,1,1,0,3,32,0,0,8,0,1,0.06,0.08
rodriwa01,2007,1,HOU,NL,32,49,2,6,1,0,0,2,0,0,2,15,0,0,12,0,2,0.12244898,0.142857143
maybica01,2007,1,DET,AL,24,49,8,7,3,0,1,2,5,0,3,21,0,1,0,0,0,0.142857143,0.265306122
davisra01,2007,1,PIT,NL,24,48,6,13,2,1,0,2,5,2,7,3,0,0,1,1,1,0.270833333,0.354166667
youngch03,2007,1,SDN,NL,30,46,2,6,1,0,0,2,0,0,5,15,0,1,6,0,1,0.130434783,0.152173913
sweenry01,2007,1,CHA,AL,15,45,5,9,3,0,1,5,0,1,4,5,0,0,0,0,2,0.2,0.333333333
linceti01,2007,1,SFN,NL,24,43,2,4,1,0,0,0,0,0,2,21,0,0,6,0,1,0.093023256,0.11627907
stewaia01,2007,1,COL,NL,35,43,3,9,4,0,1,9,0,0,1,17,0,2,0,0,0,0.209302326,0.372093023
capuach01,2007,1,MIL,NL,29,41,2,9,0,0,1,3,0,0,2,16,0,0,5,0,1,0.219512195,0.292682927
gallayo01,2007,1,MIL,NL,20,40,5,10,3,0,2,6,0,0,1,10,0,0,1,0,1,0.25,0.475
kendrky01,2007,1,PHI,NL,20,39,6,6,0,0,0,2,0,0,3,17,0,2,5,1,0,0.153846154,0.153846154
barmecl01,2007,1,COL,NL,27,37,5,8,3,0,0,1,0,0,1,13,1,0,1,0,1,0.216216216,0.297297297
stewach01,2007,1,TEX,AL,17,37,4,9,2,0,0,3,0,0,3,6,0,0,3,0,2,0.243243243,0.297297297
carlybu01,2007,1,ATL,NL,22,36,4,5,0,0,0,3,0,0,0,12,0,0,7,0,1,0.138888889,0.138888889
lohseky01,2007,1,CIN,NL,22,33,1,5,0,0,0,1,0,0,1,7,0,0,7,1,0,0.151515152,0.151515152
penabr01,2007,1,ATL,NL,16,33,2,7,0,0,1,3,0,1,0,3,0,0,0,0,2,0.212121212,0.303030303
germaju01,2007,1,SDN,NL,26,32,2,5,1,0,0,2,0,0,3,13,0,0,6,0,0,0.15625,0.1875
dukeza01,2007,1,PIT,NL,21,32,3,8,0,0,0,3,0,0,0,12,0,0,3,0,0,0.25,0.25
wolfra02,2007,1,LAN,NL,20,30,1,5,2,0,0,2,0,0,4,13,0,0,3,0,0,0.166666667,0.233333333
alberma01,2007,1,HOU,NL,31,29,0,2,0,0,0,0,0,0,0,17,0,0,3,0,0,0.068965517,0.068965517
marshse01,2007,1,CHN,NL,21,29,1,3,1,0,0,0,0,0,1,13,0,0,4,0,0,0.103448276,0.137931034
kellydo01,2007,1,PIT,NL,25,27,2,4,0,0,0,0,0,0,3,3,0,2,0,0,1,0.148148148,0.148148148
maxweju01,2007,1,WAS,NL,15,26,5,7,0,0,2,5,0,0,1,8,0,0,0,0,0,0.269230769,0.5
mossbr01,2007,1,BOS,AL,15,25,6,7,2,1,0,1,0,0,4,6,0,0,0,0,1,0.28,0.44
jimenub01,2007,1,COL,NL,15,24,0,2,0,0,0,0,0,0,3,6,0,0,4,0,0,0.083333333,0.083333333
bonifem01,2007,1,ARI,NL,11,23,2,5,1,0,0,2,0,1,4,3,0,0,0,0,0,0.217391304,0.260869565
pelfrmi01,2007,1,NYN,NL,15,21,1,2,1,0,0,0,0,0,1,9,0,0,0,0,0,0.095238095,0.142857143
wilsojo03,2007,1,WAS,NL,15,19,3,1,0,0,0,0,0,0,5,6,0,1,0,0,0,0.052631579,0.052631579
headlch01,2007,1,SDN,NL,8,18,1,4,1,0,0,0,0,0,2,4,0,1,0,0,2,0.222222222,0.277777778
morsemi01,2007,1,SEA,AL,9,18,1,8,2,0,0,3,0,0,1,4,0,1,0,0,0,0.444444444,0.555555556
choosh01,2007,1,CLE,AL,6,17,5,5,0,0,0,5,0,1,2,5,1,0,0,1,0,0.294117647,0.294117647
petityu01,2007,1,ARI,NL,14,16,2,1,0,0,0,0,0,0,0,8,0,0,2,0,1,0.0625,0.0625
lohseky01,2007,2,PHI,NL,13,16,0,3,0,0,0,1,0,0,1,5,0,1,5,0,0,0.1875,0.1875
correke01,2007,1,SFN,NL,59,15,0,1,0,0,0,0,0,0,1,4,0,0,3,0,0,0.066666667,0.066666667
ruggiju01,2007,1,TBA,AL,7,14,2,3,0,0,0,3,0,0,1,5,0,0,0,0,0,0.214285714,0.214285714
villaca01,2007,1,MIL,NL,59,13,1,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0.076923077,0.076923077
roberry01,2007,1,TOR,AL,8,13,2,1,0,0,0,0,0,0,2,7,0,1,0,0,0,0.076923077,0.076923077
lannajo01,2007,1,WAS,NL,6,13,1,2,1,0,0,1,0,0,0,5,0,0,0,0,1,0.153846154,0.230769231
moralfr01,2007,1,COL,NL,8,13,1,4,0,0,0,1,0,0,1,5,0,0,1,0,0,0.307692308,0.307692308
stulter01,2007,1,LAN,NL,13,12,1,4,2,0,0,0,0,0,0,5,0,0,0,0,0,0.333333333,0.5
sanchan01,2007,1,FLO,NL,6,11,1,1,0,0,0,0,0,0,2,7,0,0,1,0,0,0.090909091,0.090909091
beckejo02,2007,1,BOS,AL,30,11,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0.181818182,0.272727273
baileho02,2007,1,CIN,NL,9,11,3,3,1,0,0,2,0,0,0,5,0,0,1,0,0,0.272727273,0.363636364
quirogu01,2007,1,TEX,AL,9,10,1,4,1,0,0,2,0,0,1,2,0,0,0,0,0,0.4,0.5
hanigry01,2007,1,CIN,NL,5,10,3,3,1,0,0,2,0,0,1,2,1,0,0,0,0,0.3,0.4
parrama01,2007,1,MIL,NL,9,9,1,2,2,0,0,2,0,0,0,3,0,0,1,0,0,0.222222222,0.444444444
smithse01,2007,1,COL,NL,7,8,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0.625,0.875
guthrje01,2007,1,BAL,AL,32,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
mcgowdu01,2007,1,TOR,AL,28,7,1,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0.285714286,0.285714286
willije02,2007,1,WAS,NL,6,7,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0.142857143,0.142857143
bakersc02,2007,1,MIN,AL,24,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
paulife01,2007,1,HOU,NL,5,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
nolasri01,2007,1,FLO,NL,5,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
marmoca01,2007,1,CHN,NL,59,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
gutieju01,2007,1,HOU,NL,7,6,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
